hero_id_1,hero_id_2,score
92,97,-0.07898959698881614
35,50,-0.07895513904241958
12,33,-0.07890574554543284
43,85,-0.07882265747878875
59,79,-0.07870730272241161
10,138,-0.07868753877387819
109,111,-0.07856496568354404
93,104,-0.07844113896070148
90,128,-0.07840525386711894
14,82,-0.07835964336605317
73,88,-0.07830143426651415
60,108,-0.0782479960082999
48,102,-0.07822352514568798
69,70,-0.07809327606675376
65,104,-0.07805133223723965
34,54,-0.07800964118157555
18,113,-0.07800963853178866
23,135,-0.07783289488659861
4,49,-0.07781843273045569
17,76,-0.07781829279776153
18,42,-0.07776292822186665
46,50,-0.07747809523989235
40,126,-0.07745091378464497
46,113,-0.07741745835893993
58,121,-0.07741466200002478
87,111,-0.07734930834371984
44,50,-0.0772600427793459
19,37,-0.07706649812647487
85,94,-0.07701636681546564
57,73,-0.07699855065821709
8,82,-0.07688260735652624
59,68,-0.07686325149301904
65,84,-0.07676707800253285
5,42,-0.07672590728095147
36,52,-0.07661610379192563
29,31,-0.0766014345611089
26,42,-0.07652669466988338
5,57,-0.07651795990578714
77,85,-0.07643003954842692
21,88,-0.07639170553538582
33,42,-0.07637165808812996
54,113,-0.07630323727476601
45,77,-0.07613276725216733
43,94,-0.07605595982634272
29,85,-0.07590429011065986
52,56,-0.07581408011866575
34,94,-0.07579371081301084
121,138,-0.0757787671460558
3,47,-0.0757039575536243
53,95,-0.0756846020529201
59,135,-0.0756689798540155
15,42,-0.07563229828354645
75,78,-0.07547492219498148
3,85,-0.07517513975596546
40,52,-0.07508283024132639
100,112,-0.07500613188415328
19,94,-0.07481471545723395
72,75,-0.07475063248778563
26,31,-0.07473691877857042
12,126,-0.07464260147906393
63,107,-0.07450590178915212
89,101,-0.07447859879868374
49,102,-0.07445733531292675
2,52,-0.07420367991389543
19,136,-0.07414557098151398
38,121,-0.07408452548699046
40,96,-0.07392702308388777
65,67,-0.07379523272001787
58,112,-0.07377765380297191
12,16,-0.0737486468591948
98,131,-0.07372908737247702
46,95,-0.07367589667597585
16,42,-0.07361500293028544
83,105,-0.07361234802357619
15,81,-0.07357635456620532
112,121,-0.07348797837570997
75,80,-0.07348146324150989
53,67,-0.07339993103428594
34,60,-0.07327906731302164
10,68,-0.07326892933023393
32,87,-0.07323342284877155
47,58,-0.07315170440422936
2,42,-0.07313967396501148
26,102,-0.07286012631845984
71,102,-0.07271389182403548
71,91,-0.07264187210773959
59,145,-0.07261783187285126
82,95,-0.07243023300634066
34,96,-0.0723766495144485
10,27,-0.07236788892396484
17,104,-0.07231607081536434
15,20,-0.07229577459606296
15,104,-0.07225512768685693
54,94,-0.07217980156461246
10,104,-0.07214832890666961
27,94,-0.07206944812269639
51,76,-0.07184939497144438
97,102,-0.07183095281708957
41,67,-0.07172841506074651
110,112,-0.07170249280018337
25,107,-0.07169065886184645
86,107,-0.07168525764884182
47,76,-0.07157247256447447
43,135,-0.07157237326139632
58,76,-0.0715519116627486
69,96,-0.07154376961977915
14,20,-0.07151261898491784
22,102,-0.07145830054580243
12,52,-0.07140959357768961
47,145,-0.07140747745884257
39,88,-0.07135368641835055
81,128,-0.0711691250710757
100,108,-0.0710042062805577
9,30,-0.07094869780999857
11,20,-0.07091570559528726
98,101,-0.0708262921651352
5,51,-0.0707389084098543
4,88,-0.07071952201994125
13,101,-0.07068873070969578
25,45,-0.07066679504799317
43,56,-0.07063899676580104
13,50,-0.07063020617064858
15,71,-0.07060746231082199
121,135,-0.07052048494903307
27,78,-0.07050288984179776
72,126,-0.07049505362670966
79,88,-0.07040953972674435
52,113,-0.07028769735881063
73,101,-0.0702244830811875
5,20,-0.07010829181075456
22,42,-0.07004616696039828
25,104,-0.07004446850354368
89,135,-0.06999371991228015
12,37,-0.069954397579848
55,75,-0.06989213948012968
18,80,-0.06984747345030223
34,70,-0.06980467069036633
18,51,-0.06951398986458796
62,120,-0.06946501928597648
45,135,-0.06941378240309476
17,87,-0.06939733123741554
19,126,-0.06935233649996286
6,55,-0.06935087742973478
53,102,-0.06931915246534864
41,50,-0.06927791500083469
91,135,-0.06919784651438249
7,31,-0.06918616615049977
6,20,-0.06913485180999529
19,45,-0.0690700380130338
48,68,-0.06901997592748904
10,88,-0.06885411494034216
64,88,-0.06873753017420553
59,113,-0.06873469755699685
23,75,-0.06866738868609862
72,104,-0.06861994234275148
4,104,-0.06860558235144809
56,104,-0.06857262398437058
21,126,-0.06857014935760886
40,102,-0.06853903204205464
29,57,-0.06853663515766856
51,83,-0.06853096398255104
12,107,-0.06848854191953396
10,20,-0.06844205697608663
49,83,-0.06836022570886907
6,43,-0.06826767166688164
91,104,-0.06822078120784708
28,77,-0.06820432970649004
17,81,-0.06806998441767298
44,88,-0.06806848590114961
32,48,-0.06805908888573514
32,75,-0.06798140653834445
1,95,-0.06791072984615526
56,111,-0.0678981694206029
22,77,-0.06789355099546895
70,95,-0.06788164481907938
44,82,-0.06778806773177126
79,98,-0.06772847085310263
77,104,-0.0677232350890572
44,113,-0.06756414303079367
18,102,-0.06746325057707309
67,102,-0.0674384695844808
38,112,-0.06718954335372901
28,113,-0.06704451411633094
10,50,-0.06695747634532895
42,91,-0.06671896439010627
36,45,-0.06666148126395599
7,42,-0.06661956577370703
46,54,-0.06658268544868678
47,50,-0.0665544477759289
5,107,-0.06644161562378265
5,54,-0.06644153306944156
41,60,-0.06629740114218813
9,80,-0.06625036516953314
16,102,-0.06618919475282198
33,104,-0.0660712278413138
71,88,-0.06606302000438374
16,67,-0.06603447851667377
35,82,-0.06601387674644987
19,47,-0.0658810474506959
108,126,-0.0658777712451557
35,42,-0.06587062724732767
76,121,-0.0658323735278315
21,51,-0.06580013860739181
99,136,-0.06574370818501657
57,128,-0.06570451075245809
13,96,-0.06569916327502257
92,135,-0.06568941411309032
35,102,-0.06565621182585851
23,112,-0.06563894097366502
26,80,-0.06563777600843229
21,96,-0.06554119912139245
17,75,-0.06548047728696477
9,42,-0.06547532685666146
16,96,-0.06541327059399482
44,67,-0.06538643049648302
3,6,-0.06537645245802781
48,111,-0.06536290940287715
94,96,-0.06530767779968444
77,84,-0.06529168446087402
58,105,-0.0652865132367123
9,68,-0.06525950548349363
25,87,-0.06517611418750696
11,102,-0.06511298071647709
5,135,-0.0650997631108638
41,102,-0.0649110782172232
16,50,-0.06474995701134256
37,110,-0.06472599730804118
72,112,-0.06464600290242223
110,121,-0.0646171980594274
26,96,-0.06454871628083358
68,70,-0.06449260573414278
80,93,-0.06447206118321391
16,28,-0.06442350100844857
68,88,-0.06437493406300815
40,43,-0.06436479262457889
135,138,-0.06423990918392158
32,108,-0.06418553797586152
5,94,-0.06415918714216085
10,94,-0.06415013918410378
86,88,-0.06407914547060956
5,31,-0.06405871015903664
21,42,-0.06400415136142157
97,135,-0.06399538293485679
50,88,-0.06393756045617194
113,128,-0.0638570061181819
4,62,-0.0637992881556877
35,67,-0.06378468664942721
100,126,-0.06375638596817618
19,95,-0.06371243501702051
19,40,-0.06367523688329235
15,75,-0.06352252201715214
35,135,-0.06350578872306079
13,42,-0.06345419834882549
16,57,-0.06342554200564449
10,131,-0.06340390564049592
93,135,-0.06339777012230347
63,104,-0.06337748883932848
39,81,-0.06335778365745176
14,80,-0.0633147388572678
32,67,-0.06323887415348761
13,37,-0.06317778536128887
4,50,-0.06305288640910134
53,104,-0.06303489748648156
81,88,-0.06297061086179734
12,135,-0.0628423687714354
64,67,-0.06282956119004968
95,111,-0.06282753613060227
22,36,-0.06276981230972922
38,63,-0.0627441483592624
108,111,-0.0626994236347308
44,126,-0.06269738842048356
13,76,-0.06261612575307718
41,135,-0.06260437892548298
105,135,-0.06254272759370055
90,135,-0.06251378591549123
41,62,-0.06237272225828222
62,85,-0.06231889377124855
54,102,-0.062293398535223476
18,56,-0.06225660140004641
48,55,-0.062250507496914076
3,20,-0.062237000052764946
18,27,-0.06218709082014934
41,107,-0.06217845804574185
64,126,-0.062127267633926675
41,75,-0.06193008803760497
38,94,-0.0619147370919354
5,7,-0.061898436660788037
1,96,-0.06188728185467274
3,12,-0.06182347568784058
83,85,-0.06181740610539865
39,102,-0.061780602132073204
67,145,-0.061778714191513484
25,85,-0.06175649294799912
11,94,-0.061646636256377674
6,42,-0.0614708952200847
74,126,-0.06136910541238105
25,82,-0.06136017773974811
109,145,-0.061288157070122584
48,73,-0.061283406322145184
27,31,-0.06124834065439899
5,30,-0.06105589355154484
35,78,-0.06095587369339733
6,31,-0.060900792480470645
9,37,-0.06081300464653461
63,102,-0.06076013701915767
39,104,-0.06072787643012051
23,30,-0.060688469844423
34,56,-0.060626427525676485
51,87,-0.06056150175471475
29,33,-0.060497766196245584
108,110,-0.060496997545509745
49,60,-0.06048736956244272
17,52,-0.06044826863951952
41,52,-0.060444120526472245
98,135,-0.06038727604711025
13,30,-0.06036941583378724
43,96,-0.06033943841611977
23,52,-0.06031942122276762
25,81,-0.06023533175951923
46,131,-0.06022636497476613
74,102,-0.06019322251262854
32,102,-0.06016280142166597
98,107,-0.06015537348401362
21,36,-0.060122879126861484
25,98,-0.060094178390638575
35,77,-0.0600118590508838
46,93,-0.060005815420858255
83,95,-0.05995932109380786
4,31,-0.05985002627610997
53,135,-0.059829225092055516
63,67,-0.05972546513466148
84,126,-0.05968811614689912
38,49,-0.05963704473975162
29,45,-0.059618509150536736
19,98,-0.05961089046321305
27,102,-0.059560514979611234
57,88,-0.05955521047764517
9,126,-0.05952166641242845
34,76,-0.05947602049174333
44,85,-0.05935775458753184
43,104,-0.05930598162560602
119,135,-0.059302564657695456
29,49,-0.05929567171744321
34,73,-0.05929462986793055
18,68,-0.059255240440769186
9,67,-0.05924652116060419
2,30,-0.05921276104815554
53,107,-0.05920921969379378
6,79,-0.059191781593784576
19,101,-0.05916161587991897
25,96,-0.05915849977055598
81,94,-0.059154094858468065
12,22,-0.05914083634204498
38,135,-0.059102771824778466
41,104,-0.0590774751698232
39,68,-0.05907647848196751
4,102,-0.05891577789430852
3,68,-0.05891169849386879
18,111,-0.05889889981106494
45,59,-0.05884587213193093
5,101,-0.05880972762190889
16,22,-0.058799809823389726
33,36,-0.05876927411730343
96,102,-0.0587073646003069
23,94,-0.05868061894525067
35,51,-0.058661195579382985
38,104,-0.05864141573586007
6,51,-0.05863282247971063
22,94,-0.058575872746195856
38,87,-0.0585452241442877
63,76,-0.05836931184040134
25,36,-0.058348037593392466
1,42,-0.05834265706615743
3,60,-0.05831119589189515
59,104,-0.058246025550992286
61,94,-0.0582455389423428
85,135,-0.05812438936324227
58,109,-0.058100812104448285
83,111,-0.057906110592310045
25,71,-0.057902545613109646
81,135,-0.05783875824199591
72,76,-0.05783686143016192
12,43,-0.05782908475751941
81,83,-0.05782761928575669
45,82,-0.05780283190034996
9,62,-0.057769928862715536
1,104,-0.05776310708917287
4,12,-0.05768449243635876
2,82,-0.05768343034427165
21,50,-0.057608371657056845
16,107,-0.0575954934333503
55,93,-0.05758684392697189
13,80,-0.05756757558525255
9,76,-0.057547469660377215
18,36,-0.05748315873238807
95,104,-0.05742418717701464
11,30,-0.05739831859679889
14,103,-0.05737955643839143
17,54,-0.05737745636947994
20,81,-0.05730550577435917
64,137,-0.057238373552023825
18,33,-0.0572006161360486
69,136,-0.05714582367314186
32,60,-0.0569921836458222
79,81,-0.05696443394317707
23,51,-0.0569611904609329
129,145,-0.05695540842599667
93,113,-0.05690362333691901
3,40,-0.05689959499711916
19,27,-0.056895075798754136
12,50,-0.056856766654203694
110,113,-0.056783434283203205
32,98,-0.05677939422570366
19,104,-0.056730821307910906
23,76,-0.05672281809473251
73,102,-0.056706642613984726
49,68,-0.05663059978321877
10,95,-0.05658795708723252
51,54,-0.05651553179379276
36,43,-0.056492447103785315
62,67,-0.05639322020100129
26,94,-0.056380853678055176
18,54,-0.05628813073648847
53,75,-0.056256431440494414
21,104,-0.056248045733139795
44,68,-0.0562426828187354
21,60,-0.05616175665110562
45,95,-0.056127043037911384
14,126,-0.05605912805700858
49,54,-0.0560048321632004
18,55,-0.055996330212854106
67,94,-0.05599100935940787
34,91,-0.055962196553462906
36,92,-0.05594834972671714
110,128,-0.055931054451688555
25,63,-0.055913966527825265
19,112,-0.05584178924826838
36,56,-0.0557458425514995
93,126,-0.05573783499685303
21,54,-0.055718536060150814
15,88,-0.05547298955923813
5,87,-0.05535682716263651
8,60,-0.05532046924976192
41,81,-0.05531961922519735
15,106,-0.055307270068888525
73,95,-0.05529974057937187
8,126,-0.05529787119068014
5,49,-0.055273675665476585
33,75,-0.05525331335437883
45,102,-0.055224072517735534
59,136,-0.05521141202863611
6,60,-0.05518278956296163
23,109,-0.0551529387313317
34,102,-0.05512413563831592
63,135,-0.05500923365083371
55,123,-0.054955536163228014
18,31,-0.0549471830679098
25,59,-0.05488684769839025
36,138,-0.054831117548337416
19,63,-0.054742079532411225
26,77,-0.054732364143098344
23,68,-0.054715252866277764
86,135,-0.054672419855274934
21,67,-0.054615706853692936
64,135,-0.05451504937072277
16,54,-0.054498165719547076
129,135,-0.054482412772445865
9,104,-0.05448015501139747
36,65,-0.05447609160906969
69,104,-0.05447511010527706
6,67,-0.054437079146796574
17,30,-0.05440115938681184
56,81,-0.05437411990479396
10,12,-0.054362963710219536
30,75,-0.05436119507328374
46,84,-0.054336624359050456
1,7,-0.05430532518913156
18,110,-0.05429419538586644
19,20,-0.05422309316062529
25,50,-0.05414913013663536
73,87,-0.054143397221472156
21,30,-0.05413134499365163
53,61,-0.054127540366917026
44,95,-0.054094627187632915
47,52,-0.05407799832579635
44,94,-0.054048780599891044
53,82,-0.05400373237303624
33,128,-0.053878824033629036
13,49,-0.053815483098670125
26,103,-0.053796224677813975
42,62,-0.0537851588046665
83,87,-0.053647786262190134
6,50,-0.053642930717594794
17,94,-0.053634151022172616
27,82,-0.05352481637162243
7,50,-0.05341911437699093
11,75,-0.05334212811259581
106,119,-0.05329256382133207
64,104,-0.05315722716470189
68,94,-0.05314571961062403
74,111,-0.053144510289955094
14,42,-0.05311532670451202
131,135,-0.053106488981239985
26,68,-0.05305087112465262
46,96,-0.05292344105478536
59,94,-0.05288599503209751
19,29,-0.05287241800828718
1,2,-0.0528508755229376
23,129,-0.052835821514601866
48,135,-0.05276480861920063
29,110,-0.05275060528814579
37,96,-0.05274721868264809
14,28,-0.05274611035612359
80,105,-0.05272251788165522
15,36,-0.05258383007254436
6,138,-0.052572618366602486
37,52,-0.05249848172841143
12,20,-0.05247460687541078
15,113,-0.05246074337521145
32,37,-0.05239675241913705
31,87,-0.052396038157692004
28,95,-0.05238945801950534
85,88,-0.05233696658891335
48,88,-0.05232332694681552
12,102,-0.05229765764861566
22,54,-0.05228063636631791
30,82,-0.05224517412304719
60,126,-0.052229489728481904
65,135,-0.052090752035800714
33,41,-0.0520875285176986
1,77,-0.052055757764734534
86,96,-0.052046181575196804
16,95,-0.05200279087027865
25,102,-0.05199938016208916
70,75,-0.05198223810002822
48,113,-0.05197228776482371
9,14,-0.05193721205679819
4,68,-0.05191516467580981
38,62,-0.05191431858632545
51,81,-0.05187638051174076
37,82,-0.051854023034578645
39,94,-0.05184492491350562
17,145,-0.05175646168499953
25,135,-0.051752850977248965
28,75,-0.05175225966307717
28,102,-0.051660679251516184
4,98,-0.05164168529840568
105,112,-0.05163772416021173
43,101,-0.05163094981402727
23,33,-0.051614351767324096
96,113,-0.05159774267805456
57,75,-0.051532292107635824
2,51,-0.05148713247644521
19,41,-0.05146419756942139
76,102,-0.0514220690560695
88,111,-0.051349950368597574
123,135,-0.05134342822817972
73,76,-0.05116505530978904
21,45,-0.05108435707438702
17,36,-0.05104900125345818
2,20,-0.051027739917274495
62,102,-0.0510248584010769
85,102,-0.05102454273720958
11,51,-0.051015604027629446
10,40,-0.05093594651779043
36,103,-0.0509237507995598
101,103,-0.05091198862601931
46,67,-0.05083302207332402
19,70,-0.05079379414906732
6,8,-0.050784356619741566
2,22,-0.05075936821567595
19,68,-0.05074320369677493
33,135,-0.050736821967606205
8,104,-0.05071365449807852
43,98,-0.050711852922605216
54,68,-0.050663155687095285
21,95,-0.05058099726849041
49,50,-0.05057770961834629
53,88,-0.05052104341472452
109,126,-0.05050109273136
32,36,-0.050496718861596235
29,43,-0.0504752866320049
8,102,-0.050449339485366784
49,85,-0.05043632375247581
57,71,-0.05043409020412021
21,102,-0.05036146168168598
67,112,-0.05035547903206511
93,107,-0.050336560742953784
61,95,-0.05033224305041184
88,101,-0.050306285234501036
16,31,-0.050300672970839455
25,40,-0.05020659885640938
17,50,-0.050199770198478266
100,101,-0.05019901313937275
104,135,-0.050198126015367606
22,50,-0.05018476615597134
76,101,-0.050143602921314145
97,104,-0.050120076471276365
39,49,-0.05011556773290948
86,113,-0.05008911181769132
60,85,-0.050039797663542884
22,37,-0.05002129814017725
76,94,-0.05000471507846277
72,96,-0.04997172191697363
22,96,-0.04996686422827945
109,135,-0.04994848585469064
46,68,-0.049857060756125615
11,40,-0.04982553875212392
32,94,-0.049795523269422215
25,112,-0.04978140639535178
25,88,-0.049691650995004666
33,86,-0.04965852235509294
32,121,-0.049587506815086835
14,30,-0.04954766493469509
61,102,-0.04952987275041937
29,104,-0.049478655081317546
17,31,-0.049419152549989076
41,54,-0.049417735934749574
17,60,-0.049382407284768504
17,70,-0.049255753969325966
29,88,-0.04924218097209604
61,96,-0.04921175660922511
74,113,-0.04920312426304202
12,108,-0.0491921010053224
17,138,-0.04913891213519461
7,20,-0.049093387827710555
41,77,-0.0490368493762785
40,111,-0.049016508022220406
29,32,-0.0489590780033381
68,76,-0.04894614181386986
5,56,-0.04891465465157996
31,113,-0.04882474983238294
56,96,-0.04881983433492881
87,102,-0.04878250076070634
35,57,-0.048776086674313324
67,111,-0.048774069869760406
4,37,-0.048765331331411144
29,83,-0.048763926094301246
22,126,-0.048742513272459154
70,104,-0.04869541978247155
5,18,-0.04868455389055776
32,138,-0.04863840694784188
34,80,-0.048592892497382856
98,104,-0.04854005891220259
13,79,-0.048527025601076856
67,108,-0.04851390221710772
74,135,-0.048508479650181846
11,108,-0.04850727598979182
29,36,-0.048468349339794714
49,65,-0.04839211557080558
35,111,-0.04836678351313556
5,61,-0.048359198209131316
16,45,-0.0483541114520733
57,104,-0.048278352509177835
86,94,-0.048247552484353806
23,36,-0.048216089506153414
33,102,-0.048214716186825934
11,31,-0.048208143912228274
50,104,-0.04820158529945501
53,79,-0.04817814256625974
23,98,-0.04812921214064919
37,113,-0.04812063832293301
41,96,-0.048113318202310906
22,73,-0.04811048253800365
61,110,-0.04807619719683143
3,70,-0.04798193915351029
49,87,-0.047946198634445325
80,96,-0.047941482439359195
39,42,-0.04793066889956721
88,121,-0.04791163029662637
12,30,-0.047900339400913206
106,135,-0.047866102730763305
60,95,-0.04784019777024079
28,62,-0.04780276606700701
34,36,-0.04778474424422302
76,82,-0.047765726903567174
70,101,-0.04776264170214539
18,30,-0.04776136336174064
55,84,-0.04767835081017674
22,113,-0.047634261451466986
56,84,-0.047627322618151446
65,70,-0.04758656358946595
