hero_id_1,hero_id_2,score
35,76,-0.06705842770568604
17,45,-0.06691890617260116
10,33,-0.06688164325475449
120,128,-0.06687056857091722
32,39,-0.06686745176871656
40,90,-0.06678032170031645
13,39,-0.0667652873445671
47,105,-0.06660790795158733
31,114,-0.06659259233498976
87,110,-0.06656662322781115
2,107,-0.06656267659270276
18,90,-0.06654289998808416
32,86,-0.06647346938319398
106,108,-0.06640261837094574
9,111,-0.06639405238214885
54,61,-0.06637930909971507
49,52,-0.06632254914290564
16,19,-0.06630291375581354
81,129,-0.0662535770016423
97,98,-0.06623875237251392
5,128,-0.06618448741628408
33,123,-0.0661814852423468
34,47,-0.06610897352954231
67,90,-0.06604880981655858
23,111,-0.06604165879548723
38,45,-0.06594321382202062
13,34,-0.06584247967029311
102,131,-0.06582272630449587
18,107,-0.06579507986734257
99,136,-0.06577810790981875
73,121,-0.06577276704625917
9,83,-0.0656912173189918
29,114,-0.06565565939709939
44,131,-0.06562900654628362
34,35,-0.06556737510829996
53,72,-0.06552000399659241
39,113,-0.06548853793813386
106,114,-0.06544600650711624
19,128,-0.06542191354077137
19,64,-0.06536057092985531
50,106,-0.06534592407895506
25,46,-0.06531703327151855
98,131,-0.06527838314712492
53,131,-0.06509676844114354
34,98,-0.06509496071105964
34,49,-0.06501967836516126
60,114,-0.06493262273529626
17,91,-0.06488975809608616
37,46,-0.06488254994766501
31,56,-0.06486110102615544
72,105,-0.06479608555967598
17,105,-0.06473015532915871
19,26,-0.06470124208029471
73,119,-0.06446277644051451
61,114,-0.06443693913647291
46,90,-0.06440819498826345
32,99,-0.06437468023195747
109,114,-0.06413419487448935
61,109,-0.06411975670175046
13,57,-0.06383266100067414
34,64,-0.0638259897771592
35,114,-0.0638209938417656
100,126,-0.06375638596817618
101,106,-0.06371370257241743
105,123,-0.06370617166918918
17,137,-0.06365349304101137
46,62,-0.06354456147952153
51,72,-0.06348684373860747
45,145,-0.0633784786605538
53,67,-0.06327702371995786
114,128,-0.06319672502025131
3,136,-0.06319146491687644
11,41,-0.06318396275763716
16,107,-0.06315104898890589
10,71,-0.06311984497975542
23,138,-0.0631192073302354
121,128,-0.06310695888108259
40,65,-0.0630865260153814
54,94,-0.06293815981413675
32,59,-0.06292691705317727
62,77,-0.06285667252316929
28,136,-0.06269431464982383
85,136,-0.06264147131714537
72,114,-0.06262077426245743
80,135,-0.06258595245274823
45,119,-0.06256866819687817
55,87,-0.06243794246106921
23,95,-0.0623901941266779
98,128,-0.06237104040011454
4,129,-0.062229184415679595
73,88,-0.06219032315540307
49,99,-0.06217985030435241
97,100,-0.062092057419182556
53,55,-0.062068673576628486
44,57,-0.06190145914541689
60,93,-0.06189741647070218
34,119,-0.061865168213895316
43,136,-0.061848311859555416
5,48,-0.06183398105100857
82,123,-0.06162210729701223
43,128,-0.06160836369199585
69,87,-0.06160780049712011
88,112,-0.06157391877433055
20,137,-0.06154343366693621
54,120,-0.061431503717205294
37,83,-0.06142976973344083
71,90,-0.06141711131307925
101,137,-0.06136129427680376
1,12,-0.06128916938462925
63,121,-0.06112454002158002
79,87,-0.061083626250474254
11,76,-0.06106928304641507
25,88,-0.061024012983024734
74,113,-0.06101189649384203
8,94,-0.060952119559397167
41,99,-0.06076505763853862
60,106,-0.06074220598480734
6,135,-0.06067746678930458
35,68,-0.060492201510318866
28,126,-0.060403122890961114
51,109,-0.06034848338306886
11,19,-0.060237565843485885
18,95,-0.060191954123116065
34,105,-0.06018640399077907
99,138,-0.06011877533432569
9,120,-0.06003146043594254
28,138,-0.059834580129473625
25,86,-0.059786025476209814
19,68,-0.0597522127057839
38,51,-0.059746732952383474
3,26,-0.059689447768024984
25,128,-0.059654345469004666
32,46,-0.05962905526319051
34,74,-0.059617324463854815
18,48,-0.05948175454547944
17,49,-0.05944945639013033
69,97,-0.059418612084054745
16,110,-0.059415404836869856
30,112,-0.05936816475462564
63,79,-0.059299329996993
41,77,-0.05927076750493343
67,100,-0.05926581435167183
15,119,-0.05922271223258946
39,83,-0.05921173267597407
16,93,-0.05919184289941759
73,113,-0.059140667513562506
1,46,-0.05914030767766287
15,40,-0.059133496655529305
54,131,-0.05913146533069047
32,97,-0.05912967540943431
39,99,-0.05906549287648727
57,75,-0.05905580307942265
33,93,-0.059008323185627265
83,105,-0.05897820168211282
25,60,-0.05878941245447655
51,87,-0.05876078146659952
2,100,-0.05871037301486076
69,105,-0.05869139884952046
50,97,-0.058543364880620896
17,32,-0.05853420353739075
14,92,-0.05852398923483332
40,137,-0.05849895790421972
85,100,-0.05839228006368957
15,38,-0.058274606365269044
84,109,-0.0582472201148837
39,56,-0.05814277846595495
34,73,-0.05813683341601644
83,114,-0.05813056918260201
38,61,-0.05799843811991795
71,88,-0.05796823745967844
53,114,-0.057921401621682356
6,69,-0.05789795088284494
104,145,-0.05783538707224234
11,23,-0.05780222925279904
3,49,-0.05773509667688276
25,106,-0.05770789225187395
44,90,-0.05769566595486786
9,75,-0.05762002761297852
39,95,-0.057559355043954985
97,119,-0.057528131664207394
30,108,-0.05746756115812324
19,105,-0.057464992920197966
23,48,-0.05733513684855912
106,109,-0.05731964615085633
35,61,-0.05729790630109588
17,41,-0.0572307406073958
9,38,-0.057187443536494575
100,101,-0.05715182438435268
48,57,-0.057059210917406844
74,97,-0.0569338513139
56,67,-0.05692949265431252
21,145,-0.056922284284697755
27,56,-0.056894675304344944
99,109,-0.05685057350245426
21,59,-0.05684267734203846
59,76,-0.056811043204841816
46,64,-0.056766528429212204
16,99,-0.05668783407579142
51,112,-0.056583294297084086
8,120,-0.05656819050302142
64,137,-0.05654417015042712
33,68,-0.056468483280702586
57,94,-0.05637705632604012
48,114,-0.056370783046106876
120,123,-0.05635683049264745
8,92,-0.05629105352029151
31,38,-0.056258086104667426
87,90,-0.05605934908687976
22,69,-0.05597113728714892
16,25,-0.055949266600428815
63,108,-0.05593620506098712
113,135,-0.05593057279713959
105,119,-0.05592257618209867
12,91,-0.05579064377032017
30,89,-0.05578543403459546
12,43,-0.05572382159962469
119,128,-0.055687051553070466
13,73,-0.055649211447188984
15,58,-0.055614951173995564
98,145,-0.055595626313109714
47,138,-0.05557153710443996
27,100,-0.05555560262863546
23,100,-0.05554944896011105
4,37,-0.0555347265393919
128,137,-0.05548372979979399
11,47,-0.05545729633927432
3,17,-0.05544962352940419
70,95,-0.05544059384220984
47,109,-0.05537751360470611
38,119,-0.05536774945045825
56,74,-0.05532546564422458
106,121,-0.05532425594723123
69,85,-0.055303126685858905
95,99,-0.055294854401601645
44,47,-0.05529421965749104
64,98,-0.05525146594479302
95,126,-0.05511920978935109
1,98,-0.05497724617346572
72,98,-0.05497014207686207
6,59,-0.054869575515472724
114,119,-0.05484440139990093
29,119,-0.0548353597744648
60,68,-0.05479812025361619
11,15,-0.05477928479083122
44,45,-0.054761886396673454
9,99,-0.05476065828254506
13,91,-0.054650197889008656
37,50,-0.05461023855050379
13,16,-0.054536922151887435
13,64,-0.05445390263008759
41,52,-0.05443473085511075
57,136,-0.054345750610783006
20,90,-0.05426058389881938
9,46,-0.054150397197184064
44,93,-0.05414415965212904
35,80,-0.05413369273729057
59,119,-0.05410722201823548
5,57,-0.05403965573734215
21,56,-0.054005140821706765
9,48,-0.053988778207056665
85,106,-0.05395424237283747
33,40,-0.05395287566746648
40,108,-0.053951985726046925
18,58,-0.05395057484012966
17,102,-0.05384534575861677
43,44,-0.053834921111663936
19,104,-0.05369130763009938
49,113,-0.05368024292750989
9,19,-0.05367880567526012
58,123,-0.05364468318115079
119,135,-0.05358949255405315
6,51,-0.05357494366023002
5,46,-0.05356549326466853
38,63,-0.053479950273863375
1,8,-0.05339631178842824
11,103,-0.053369187136845186
62,105,-0.053333186981344705
88,113,-0.05332458896025216
47,53,-0.0532816306556288
43,64,-0.053209852141816616
25,61,-0.05320353358901464
63,100,-0.05311144249130495
5,121,-0.05307840876928277
16,48,-0.05303827153277996
12,44,-0.05298446101240367
12,120,-0.052920253939089335
8,90,-0.052912585566100234
44,106,-0.052878646022278986
75,91,-0.052794572668276696
26,131,-0.052758369058334365
6,19,-0.05274115298204024
91,123,-0.052730320947721954
123,138,-0.052701035162624865
25,29,-0.05265210134419446
19,22,-0.05248215607774853
67,81,-0.05247656416684049
2,90,-0.05241382324633598
28,96,-0.05238817481636937
62,88,-0.05234706869182437
93,123,-0.052333481824648365
41,54,-0.05231998808241611
49,138,-0.0523085585806396
29,112,-0.05224756814889625
33,109,-0.052164765256836
4,101,-0.05213331704579088
38,83,-0.052058904059198774
19,76,-0.0520401768826676
1,19,-0.0519802158211341
105,112,-0.05196117429498259
85,114,-0.051775669822572645
68,76,-0.051770209404776835
9,40,-0.05167037390990453
1,18,-0.05165393338167812
19,50,-0.051549312352457854
41,100,-0.05153481442196467
86,105,-0.051500558185989864
64,100,-0.05149158427563122
46,138,-0.05147276014685975
25,40,-0.05146415100381635
75,92,-0.051443202913630914
35,90,-0.051438949026040515
56,64,-0.05142097497947146
17,56,-0.05140324024975185
62,63,-0.051357405722171956
5,41,-0.05133750787233715
33,35,-0.051171088230794415
23,96,-0.05112866893144913
18,54,-0.05104325506857865
65,135,-0.05099426080773056
48,129,-0.05098171881433222
1,34,-0.05096046194278159
69,73,-0.05092859719537707
1,65,-0.0508832654947074
3,34,-0.05087953687057156
56,85,-0.05077084051244379
40,109,-0.050693823819446815
18,19,-0.05067569806111688
73,114,-0.0506632992881999
5,27,-0.050655450700537785
64,107,-0.050624955633420066
46,114,-0.05056670107053318
4,46,-0.05054688680829683
54,145,-0.050517406437784185
26,106,-0.05048592765245091
29,109,-0.050431069554969565
10,34,-0.05041248050413294
15,100,-0.05036310808187333
61,94,-0.05031369405397618
41,137,-0.05029745061635804
39,55,-0.050294152425016725
62,73,-0.0502780859892869
34,44,-0.05027236789919631
37,59,-0.050263507245735306
35,105,-0.05025286189423728
44,92,-0.050200693623854264
5,114,-0.05019601239109739
5,110,-0.05018662738569851
21,83,-0.05015253421177884
11,39,-0.05014701882761691
34,79,-0.050116693102302656
6,113,-0.050110644493849665
40,51,-0.05006762827645811
19,71,-0.05004015036248505
74,106,-0.05003725131976766
26,43,-0.050003756347583306
63,106,-0.049994533376256034
15,41,-0.049994393549644356
54,57,-0.04994932620762638
25,49,-0.04991946426178878
94,138,-0.0499013494267217
44,108,-0.04984129160688122
11,80,-0.04981889737347617
46,96,-0.04979355060095125
41,87,-0.04973951314001096
101,119,-0.04972182918729334
38,91,-0.04970525574547774
47,121,-0.04968573926991421
13,105,-0.04964457694272967
60,138,-0.049567908210245704
62,74,-0.04953822811420805
1,59,-0.04950280032942578
52,98,-0.04948238192571014
15,23,-0.0494661668697049
69,104,-0.04937410000426695
9,54,-0.04934522839188987
2,17,-0.04931660028833246
44,95,-0.04931409698337391
19,54,-0.049261685321665305
20,99,-0.04923199064113282
6,57,-0.04922338389336062
51,105,-0.04921836983495387
23,54,-0.049203065545569136
41,51,-0.049198131516102195
46,49,-0.0491893371662504
16,21,-0.04916943667156337
22,34,-0.04916629018390145
114,126,-0.04914143348924077
70,105,-0.04914090501919882
74,108,-0.049076999737258376
35,123,-0.04905751949725562
6,41,-0.04899001138445497
97,114,-0.04897367345831477
76,135,-0.04887687818195041
63,96,-0.04886739787033717
2,69,-0.048852868084505896
86,113,-0.0487683571007102
6,63,-0.04874089719179747
72,94,-0.048686291677357774
1,56,-0.04861645591028546
59,100,-0.04858928551736302
53,86,-0.04850210680826905
52,64,-0.04844385257109468
45,138,-0.04841768851850098
31,100,-0.04839400392009602
13,112,-0.04834146869887812
58,94,-0.048295661023183833
44,94,-0.048249679843708704
83,126,-0.04821792958346466
35,56,-0.04820240447086138
8,72,-0.04813810871609797
44,53,-0.04807464039992132
11,113,-0.048058936764229954
74,109,-0.04798423667581342
18,46,-0.04793676898299937
25,35,-0.047890172234788086
93,94,-0.04786562163193703
8,61,-0.04783620767190333
59,99,-0.04779277619357292
56,111,-0.047772211041632484
23,110,-0.04761899461102803
58,93,-0.0476057167631036
23,28,-0.04758777255049701
31,57,-0.04754293028444839
75,121,-0.04752909311402931
47,74,-0.04752694427901416
86,145,-0.04751511079631299
79,85,-0.047443150985764515
59,106,-0.04744284802297427
110,111,-0.04743907422467514
47,101,-0.047409039037894174
64,113,-0.04740658712585133
9,137,-0.047294594843094395
37,123,-0.04728874628706392
65,97,-0.047285779248252224
81,93,-0.047266502066559746
43,101,-0.047257176105721166
93,114,-0.04722399944900313
47,63,-0.04718437376750445
37,98,-0.047086341345061455
21,93,-0.04704586172844327
48,112,-0.04703996870927485
38,41,-0.04700143391159051
11,110,-0.04697606362882145
10,128,-0.04696584104957513
74,138,-0.046904468816157896
44,99,-0.046897962716652475
29,104,-0.04689535229379421
38,102,-0.04687433429656085
53,63,-0.046865052260951834
104,120,-0.04685489187517444
70,120,-0.0468353332857529
10,68,-0.0468218235418108
6,25,-0.04680349278181739
63,72,-0.04676100085935675
18,56,-0.04671128649989281
84,106,-0.04663200870812806
40,77,-0.046618077990005946
11,65,-0.04661794266642366
25,53,-0.046617778654788555
10,69,-0.04661524617319723
46,50,-0.0465533256888962
10,53,-0.04652814017273421
46,79,-0.04646852677411939
44,67,-0.046447036557089094
34,101,-0.046428936989963754
35,48,-0.046369168481241674
45,123,-0.046280220113820825
18,131,-0.04620616226623131
39,59,-0.04616597552189056
83,97,-0.04615601523584606
20,112,-0.04614603442728438
25,64,-0.04613505290625969
11,55,-0.046093020776574845
86,100,-0.04603059433779588
75,119,-0.04602969350899927
69,84,-0.04600515874335265
41,53,-0.0459985598540254
38,53,-0.04599472652934511
39,52,-0.04596287257168241
41,90,-0.04581563443997244
28,52,-0.045802077047159995
14,19,-0.04579311823226678
26,57,-0.045773882582024694
25,28,-0.04572780361294193
50,99,-0.04571133959602125
4,96,-0.04566992555664845
99,123,-0.04561562440689487
87,138,-0.04559385328015164
46,91,-0.0455345895049416
11,34,-0.045451793756595804
101,120,-0.04544572638772215
38,56,-0.04543798259777038
64,119,-0.045434933838940206
39,131,-0.045415585461298924
10,61,-0.045336490897540715
70,119,-0.045326760445132896
64,69,-0.045249886162182895
26,80,-0.04523478234118988
19,101,-0.04522685953678568
40,99,-0.045220158856939474
86,106,-0.045218900179484045
94,108,-0.045217262165114736
41,46,-0.04518634743060346
14,62,-0.04510586272231765
26,145,-0.04503937318623957
84,114,-0.04502716800678497
34,67,-0.0450128814214234
25,101,-0.04499501930042815
17,72,-0.0449876110112678
17,35,-0.04496075637264135
46,69,-0.0449397430854544
