team_picks,opponent_picks,picked_hero,win,match_id,start_time,patch_id
"[28, 13, 41, 88, 81]","[21, 26, 45, 62, 11]",13,0,3438130694,1505138857,25
"[61, 83, 62, 17, 6]","[27, 46, 16, 18, 2]",83,0,3438194921,1505140755,25
"[56, 27, 108, 15, 46]","[114, 9, 44, 35, 4]",46,0,3439432394,1505206371,25
"[53, 73, 46, 54, 32]","[75, 25, 70, 36, 2]",46,0,3439496498,1505209047,25
"[51, 105, 59, 12, 111]","[50, 81, 41, 57, 35]",59,0,3439572290,1505212139,25
"[2, 106, 9, 1, 27]","[32, 14, 44, 7, 48]",27,1,3439978655,1505225367,25
"[27, 21, 74, 44, 81]","[12, 34, 4, 28, 7]",27,0,3440084395,1505228578,25
"[14, 95, 99, 41, 90]","[104, 25, 44, 18, 64]",95,1,3440207693,1505232762,25
"[105, 70, 27, 47, 36]","[86, 54, 59, 104, 4]",27,0,3441444463,1505300651,25
"[44, 17, 27, 35, 14]","[71, 58, 34, 101, 4]",27,1,3441560990,1505304721,25
"[14, 29, 26, 11, 114]","[1, 39, 98, 15, 62]",29,1,3448306294,1505590916,25
"[37, 114, 44, 36, 73]","[12, 14, 34, 5, 8]",37,0,3450272554,1505665810,25
"[45, 35, 59, 37, 63]","[26, 23, 33, 101, 71]",37,0,3450342326,1505668403,25
"[14, 61, 110, 74, 4]","[53, 76, 7, 104, 26]",4,0,3450434794,1505672077,25
"[12, 37, 8, 14, 49]","[50, 21, 114, 10, 86]",37,0,3450642997,1505682919,25
"[36, 27, 61, 16, 38]","[93, 42, 88, 30, 1]",38,0,3452182098,1505757416,25
"[104, 29, 74, 1, 37]","[4, 101, 95, 44, 91]",37,0,3453816423,1505839404,25
"[44, 17, 18, 102, 114]","[53, 56, 67, 47, 35]",114,0,3453924146,1505843954,25
"[50, 14, 21, 37, 6]","[35, 40, 44, 107, 86]",37,0,3454591786,1505888917,25
"[1, 98, 23, 104, 59]","[90, 114, 74, 78, 40]",1,0,3454667677,1505892942,25
"[95, 71, 74, 47, 27]","[44, 63, 26, 14, 1]",47,1,3454759650,1505897374,25
"[34, 4, 39, 1, 43]","[35, 42, 59, 113, 70]",1,0,3457518971,1506012221,25
"[69, 85, 114, 32, 28]","[76, 12, 94, 83, 62]",32,0,3457584343,1506014852,25
"[38, 90, 62, 74, 101]","[32, 4, 56, 30, 104]",38,1,3457764690,1506023372,25
"[26, 60, 43, 18, 28]","[44, 99, 62, 32, 27]",28,1,3459551224,1506103208,25
"[114, 79, 1, 73, 26]","[5, 93, 16, 28, 77]",114,0,3459624395,1506106073,25
"[104, 114, 47, 35, 20]","[4, 7, 67, 75, 36]",35,0,3459728641,1506110936,25
"[42, 40, 39, 90, 2]","[71, 8, 11, 101, 74]",40,1,3460849440,1506162350,25
"[14, 11, 20, 54, 59]","[93, 98, 99, 9, 37]",59,0,3460906130,1506164168,25
"[2, 49, 68, 33, 47]","[59, 44, 86, 15, 109]",68,1,3460976207,1506166329,25
"[67, 81, 18, 104, 35]","[36, 55, 102, 53, 9]",35,1,3461063739,1506168832,25
"[17, 99, 100, 7, 67]","[88, 70, 63, 90, 27]",99,0,3461172289,1506171759,25
"[59, 23, 30, 11, 55]","[70, 102, 45, 67, 56]",11,1,3461313186,1506175377,25
"[47, 114, 26, 44, 43]","[31, 53, 6, 1, 60]",47,1,3461409962,1506177921,25
"[54, 14, 85, 7, 96]","[88, 45, 4, 29, 61]",54,0,3461587637,1506182826,25
"[44, 47, 6, 42, 14]","[41, 62, 67, 46, 83]",47,0,3461702218,1506186335,25
"[41, 2, 27, 106, 75]","[70, 107, 9, 63, 5]",41,0,3462007782,1506198013,25
"[103, 41, 74, 23, 62]","[93, 5, 104, 47, 8]",41,1,3462045961,1506199864,25
"[17, 41, 4, 18, 27]","[28, 8, 99, 84, 30]",18,1,3463787726,1506266740,25
"[2, 74, 4, 63, 86]","[39, 18, 93, 47, 27]",63,0,3463861366,1506269249,25
"[102, 70, 39, 48, 59]","[6, 1, 108, 20, 74]",59,1,3463949299,1506272491,25
"[12, 8, 68, 71, 1]","[105, 32, 63, 61, 4]",1,0,3464224363,1506285067,25
"[22, 88, 41, 70, 81]","[25, 66, 76, 62, 1]",41,1,3464328182,1506292259,25
"[20, 96, 32, 22, 81]","[25, 14, 28, 95, 11]",32,1,3464993910,1506332831,25
"[39, 88, 14, 35, 9]","[26, 1, 74, 32, 51]",39,0,3465660485,1506352550,25
"[20, 100, 28, 22, 72]","[52, 94, 14, 114, 31]",28,0,3465714078,1506354428,25
"[36, 71, 96, 22, 70]","[31, 84, 41, 74, 104]",71,0,3466989287,1506423527,25
"[10, 114, 35, 12, 42]","[44, 2, 18, 56, 50]",35,1,3467875469,1506449470,25
"[114, 36, 31, 97, 54]","[64, 6, 84, 35, 23]",36,0,3469104004,1506517781,25
"[7, 99, 47, 77, 62]","[11, 6, 21, 50, 29]",47,1,3469195021,1506520510,25
"[28, 75, 53, 17, 14]","[71, 16, 108, 32, 39]",28,0,3469590065,1506534968,25
"[93, 100, 31, 43, 17]","[5, 57, 84, 81, 2]",93,0,3469630547,1506536867,25
"[31, 90, 36, 71, 42]","[87, 40, 8, 64, 103]",71,1,3471400283,1506625039,25
"[27, 28, 63, 14, 74]","[44, 21, 42, 86, 18]",28,1,3471455833,1506628027,25
"[32, 90, 104, 71, 20]","[59, 29, 35, 26, 36]",71,1,3471517153,1506631915,25
"[22, 63, 59, 61, 62]","[81, 35, 112, 33, 47]",59,1,3471562502,1506635298,25
"[35, 93, 59, 9, 4]","[104, 74, 73, 8, 21]",59,1,3472479197,1506685353,25
"[59, 39, 54, 28, 63]","[45, 6, 17, 9, 31]",59,0,3472562212,1506688048,25
"[21, 53, 83, 62, 34]","[35, 107, 39, 96, 75]",34,1,3473341987,1506714608,25
"[21, 73, 88, 19, 103]","[6, 51, 10, 104, 109]",73,1,3474490177,1506770249,25
"[2, 8, 54, 59, 38]","[67, 31, 90, 39, 23]",8,1,3475078777,1506786820,25
"[109, 71, 114, 95, 100]","[47, 35, 63, 84, 1]",109,0,3475325234,1506794850,25
"[41, 49, 35, 114, 55]","[99, 14, 106, 11, 84]",35,1,3475398991,1506797621,25
"[28, 70, 56, 1, 62]","[100, 53, 104, 60, 12]",28,1,3475456875,1506799970,25
"[22, 44, 63, 56, 61]","[51, 4, 41, 13, 42]",63,1,3475517561,1506802670,25
"[21, 44, 66, 35, 95]","[84, 71, 19, 7, 114]",35,1,3475574174,1506805467,25
"[10, 32, 7, 104, 47]","[62, 14, 22, 44, 114]",47,0,3475623073,1506808231,25
"[79, 104, 6, 47, 2]","[43, 106, 31, 20, 51]",47,1,3477134944,1506867475,25
"[69, 17, 21, 12, 6]","[14, 77, 95, 63, 19]",17,0,3477223755,1506870108,25
"[36, 45, 41, 67, 90]","[4, 98, 6, 40, 35]",36,0,3477298710,1506872444,25
"[48, 27, 14, 13, 8]","[114, 39, 1, 31, 19]",48,0,3479644227,1506982886,25
"[62, 17, 63, 27, 81]","[94, 5, 11, 44, 75]",63,1,3479683205,1506986209,25
"[67, 33, 56, 2, 74]","[53, 36, 93, 14, 32]",67,1,3479717027,1506989164,25
"[88, 18, 37, 70, 105]","[8, 87, 81, 89, 111]",70,0,3479758915,1506992448,25
"[101, 59, 104, 58, 90]","[93, 22, 62, 43, 14]",59,1,3481343191,1507058522,25
"[22, 2, 95, 86, 58]","[92, 6, 7, 93, 14]",95,0,3482143199,1507108155,25
"[18, 106, 46, 105, 84]","[5, 6, 17, 69, 42]",18,0,3482214792,1507111249,25
"[54, 73, 44, 34, 21]","[99, 97, 26, 11, 16]",73,0,3482299432,1507114874,25
"[81, 96, 64, 47, 73]","[104, 7, 18, 11, 33]",73,0,3482773799,1507131034,25
"[73, 99, 47, 41, 35]","[4, 105, 74, 57, 84]",73,1,3483001810,1507139846,25
"[75, 32, 46, 42, 9]","[14, 53, 4, 100, 7]",75,1,3489970758,1507447338,25
"[107, 66, 62, 39, 21]","[45, 99, 74, 95, 41]",62,0,3490066894,1507450482,25
"[11, 71, 8, 20, 46]","[58, 62, 56, 70, 77]",8,1,3491485739,1507506160,25
"[4, 7, 8, 47, 46]","[98, 14, 41, 60, 5]",47,0,3495664689,1507723082,25
"[40, 18, 27, 46, 45]","[44, 21, 49, 75, 74]",27,1,3495793808,1507727396,25
"[51, 44, 104, 22, 35]","[53, 67, 74, 46, 56]",104,0,3495885763,1507730333,25
"[104, 4, 10, 37, 8]","[114, 77, 44, 52, 71]",8,1,3497105649,1507797736,25
"[20, 4, 74, 63, 9]","[26, 1, 30, 11, 38]",20,1,3497173711,1507800854,25
"[14, 10, 114, 104, 26]","[99, 74, 5, 41, 75]",26,0,3497622134,1507817380,25
"[98, 95, 20, 42, 2]","[83, 56, 48, 93, 35]",2,1,3502785868,1508046721,25
"[8, 63, 22, 70, 23]","[44, 74, 75, 47, 104]",8,0,3502831136,1508048358,25
"[74, 11, 22, 4, 44]","[70, 98, 104, 105, 35]",4,1,3502931104,1508051810,25
"[56, 79, 93, 71, 47]","[95, 57, 14, 44, 110]",47,1,3510532345,1508412691,25
"[111, 47, 57, 7, 12]","[18, 19, 8, 2, 16]",47,0,3510617368,1508415798,25
"[3, 101, 28, 47, 104]","[114, 14, 43, 51, 26]",47,0,3552762684,1510271382,26
"[105, 63, 1, 47, 8]","[44, 94, 14, 41, 30]",63,0,3552807709,1510274951,26
"[106, 39, 27, 70, 102]","[6, 67, 30, 21, 14]",27,0,3557033377,1510454886,26
"[97, 49, 62, 81, 105]","[4, 104, 73, 1, 96]",62,0,3557095818,1510457966,26
"[18, 44, 86, 34, 2]","[59, 25, 95, 105, 38]",18,0,3557460468,1510472408,26
"[9, 94, 12, 6, 75]","[48, 21, 32, 31, 25]",75,1,3557542903,1510475153,26
"[75, 4, 69, 48, 10]","[73, 91, 44, 35, 95]",75,0,3557683255,1510479792,26
"[106, 3, 56, 95, 32]","[68, 104, 12, 18, 39]",32,0,3559145073,1510542968,26
"[28, 87, 71, 70, 62]","[83, 48, 8, 108, 104]",87,0,3559186413,1510545772,26
"[76, 31, 51, 104, 86]","[36, 47, 119, 14, 84]",86,1,3560042789,1510584104,26
"[28, 25, 32, 41, 9]","[74, 5, 114, 44, 2]",28,1,3560723799,1510621979,26
"[93, 26, 21, 8, 27]","[33, 1, 14, 62, 32]",8,1,3560806094,1510627527,26
"[65, 15, 26, 47, 57]","[75, 93, 114, 42, 20]",47,0,3572486087,1511169949,26
"[1, 105, 119, 6, 8]","[21, 41, 39, 107, 102]",8,1,3572576439,1511174259,26
"[51, 74, 104, 28, 47]","[26, 4, 83, 14, 120]",28,0,3573046643,1511191224,26
"[27, 14, 41, 20, 63]","[26, 57, 1, 49, 36]",41,0,3574397365,1511267933,26
"[8, 74, 16, 83, 7]","[28, 62, 96, 81, 94]",8,0,3574491107,1511271096,26
"[61, 104, 31, 44, 47]","[114, 4, 63, 99, 56]",47,0,3575921649,1511350148,26
"[105, 32, 11, 46, 28]","[42, 60, 93, 1, 34]",28,0,3575992923,1511352835,26
"[5, 8, 16, 35, 120]","[90, 94, 4, 32, 67]",8,1,3576099160,1511356462,26
"[4, 56, 59, 20, 90]","[99, 21, 26, 76, 1]",20,0,3576215151,1511360299,26
"[28, 1, 74, 30, 114]","[82, 102, 42, 27, 48]",28,0,3576297478,1511363157,26
"[8, 5, 114, 74, 43]","[41, 35, 73, 39, 19]",8,0,3576629444,1511377469,26
"[27, 8, 19, 35, 110]","[71, 93, 1, 74, 30]",8,1,3580279107,1511554547,26
"[101, 74, 33, 63, 57]","[41, 37, 39, 104, 85]",63,1,3580326192,1511557046,26
"[35, 37, 87, 8, 110]","[14, 44, 81, 29, 30]",8,1,3581560744,1511613101,26
"[86, 93, 8, 71, 32]","[99, 95, 34, 90, 78]",93,1,3581707765,1511617093,26
"[52, 68, 49, 73, 94]","[9, 50, 1, 46, 41]",73,0,3581838044,1511620538,26
"[63, 17, 74, 30, 71]","[4, 18, 53, 70, 19]",63,1,3583658333,1511695155,26
"[26, 68, 2, 47, 41]","[5, 12, 71, 36, 43]",47,0,3583774785,1511698825,26
"[48, 35, 72, 63, 104]","[18, 30, 74, 36, 2]",63,0,3584619493,1511729356,26
"[57, 5, 14, 22, 42]","[50, 71, 54, 82, 1]",5,1,3584665729,1511732180,26
"[87, 53, 27, 104, 32]","[8, 21, 25, 48, 90]",32,0,3586956226,1511856685,26
"[22, 49, 105, 31, 20]","[93, 35, 94, 13, 62]",20,1,3587007175,1511859167,26
"[35, 8, 30, 63, 41]","[23, 81, 53, 7, 4]",8,1,3587044415,1511860919,26
"[44, 58, 94, 27, 75]","[17, 57, 99, 32, 2]",75,1,3587521924,1511878767,26
"[59, 81, 37, 33, 8]","[90, 94, 7, 36, 109]",8,1,3587997409,1511898582,26
"[90, 38, 5, 36, 104]","[30, 44, 39, 65, 16]",90,0,3588049969,1511901654,26
"[75, 95, 99, 58, 4]","[44, 46, 6, 14, 93]",75,1,3589371203,1511971075,26
"[25, 44, 75, 59, 14]","[12, 9, 28, 34, 7]",75,1,3589472544,1511975074,26
"[5, 93, 8, 7, 6]","[69, 82, 2, 71, 21]",8,1,3589522863,1511977250,26
"[114, 30, 90, 48, 75]","[4, 21, 42, 84, 25]",75,0,3589602448,1511980782,26
"[28, 22, 19, 74, 55]","[18, 90, 4, 3, 1]",22,0,3589702213,1511985943,26
"[56, 14, 47, 53, 75]","[16, 8, 22, 23, 104]",75,0,3589738821,1511988104,26
"[20, 1, 5, 101, 62]","[27, 70, 41, 10, 11]",20,1,3590877684,1512047966,26
"[57, 35, 4, 110, 32]","[26, 1, 51, 64, 56]",35,1,3590941102,1512049870,26
"[5, 99, 42, 81, 36]","[27, 45, 18, 59, 56]",5,1,3591064105,1512053557,26
"[80, 21, 74, 62, 63]","[47, 35, 119, 44, 58]",63,0,3591482337,1512069677,26
"[13, 20, 21, 9, 71]","[64, 53, 78, 94, 39]",20,0,3591535650,1512072450,26
"[75, 34, 18, 91, 64]","[22, 94, 17, 10, 2]",64,0,3591592711,1512076069,26
"[45, 33, 42, 48, 16]","[32, 18, 9, 25, 26]",33,1,3591633222,1512079006,26
"[5, 81, 2, 71, 6]","[87, 88, 95, 49, 9]",5,1,3591675140,1512081942,26
"[27, 84, 99, 93, 10]","[30, 37, 28, 49, 39]",27,0,3591711170,1512084961,26
"[5, 63, 85, 8, 39]","[57, 26, 54, 93, 17]",85,1,3591750589,1512088249,26
"[33, 19, 9, 114, 23]","[44, 62, 119, 98, 94]",19,1,3591778014,1512090499,26
"[105, 27, 8, 25, 48]","[87, 5, 17, 59, 19]",8,1,3591838810,1512094749,26
"[34, 58, 8, 4, 6]","[35, 9, 119, 47, 13]",8,0,3591911710,1512099479,26
"[51, 86, 10, 44, 63]","[6, 32, 21, 14, 18]",51,1,3593019266,1512143214,26
"[27, 14, 99, 81, 22]","[26, 87, 1, 60, 74]",22,1,3593109225,1512146311,26
"[22, 1, 10, 26, 2]","[6, 94, 40, 81, 37]",2,0,3593206813,1512149915,26
"[31, 71, 47, 14, 41]","[42, 57, 30, 35, 88]",41,1,3593303725,1512153996,26
"[40, 42, 74, 41, 6]","[28, 47, 35, 59, 72]",41,1,3593363211,1512156718,26
"[22, 8, 1, 104, 71]","[69, 45, 81, 75, 9]",8,0,3593448013,1512161070,26
"[41, 39, 36, 35, 29]","[2, 101, 14, 103, 71]",41,0,3593647129,1512174097,26
"[27, 42, 107, 32, 75]","[83, 7, 5, 46, 35]",75,0,3593661607,1512175131,26
"[14, 33, 1, 97, 44]","[36, 42, 31, 12, 62]",44,1,3593704461,1512177970,26
"[17, 8, 6, 5, 2]","[23, 106, 4, 7, 94]",8,1,3593759944,1512181219,26
"[32, 59, 85, 42, 104]","[101, 23, 38, 53, 97]",32,1,3594689133,1512217277,26
"[14, 7, 43, 17, 10]","[74, 96, 33, 32, 50]",7,0,3594778887,1512219813,26
"[108, 60, 35, 32, 40]","[12, 49, 41, 8, 36]",35,1,3594870713,1512222324,26
"[31, 2, 87, 48, 34]","[26, 112, 85, 17, 35]",2,0,3594981427,1512225366,26
"[87, 20, 7, 67, 94]","[84, 31, 82, 1, 49]",20,1,3595077818,1512228010,26
"[27, 32, 42, 35, 8]","[31, 26, 28, 67, 15]",8,0,3595213230,1512232004,26
"[99, 48, 14, 87, 101]","[11, 39, 54, 29, 10]",48,1,3595806262,1512258365,26
"[74, 56, 7, 104, 79]","[44, 30, 11, 71, 21]",56,0,3595856438,1512261924,26
"[14, 99, 11, 12, 51]","[48, 49, 7, 77, 6]",51,1,3595910824,1512265493,26
"[23, 63, 56, 100, 26]","[60, 46, 2, 5, 4]",26,1,3595945511,1512267518,26
"[22, 78, 114, 37, 6]","[35, 21, 29, 69, 95]",6,1,3596010019,1512271028,26
"[34, 79, 51, 23, 71]","[59, 44, 14, 87, 42]",51,1,3596064642,1512273794,26
"[30, 106, 103, 35, 6]","[37, 75, 14, 25, 27]",6,1,3596189280,1512279376,26
"[72, 58, 51, 75, 104]","[21, 71, 94, 84, 53]",51,0,3597775688,1512337655,26
"[36, 67, 63, 37, 114]","[19, 2, 35, 6, 26]",67,0,3597829422,1512341527,26
"[120, 58, 60, 45, 6]","[96, 63, 1, 34, 53]",6,1,3597876838,1512345343,26
"[32, 27, 8, 44, 46]","[26, 93, 36, 18, 74]",8,1,3597909321,1512348029,26
"[42, 35, 67, 68, 18]","[58, 98, 73, 45, 48]",67,1,3597955515,1512351673,26
"[88, 23, 42, 74, 27]","[47, 44, 5, 99, 95]",27,0,3597996998,1512354701,26
"[84, 42, 62, 56, 44]","[64, 14, 73, 21, 18]",84,0,3600874867,1512489997,26
"[20, 39, 45, 98, 67]","[25, 114, 63, 97, 6]",20,0,3603115018,1512607638,26
"[4, 101, 21, 35, 2]","[70, 32, 93, 83, 22]",35,1,3603160013,1512611094,26
"[101, 64, 8, 11, 12]","[26, 70, 15, 28, 32]",8,1,3603300743,1512619657,26
"[20, 6, 52, 9, 63]","[74, 30, 44, 41, 62]",6,0,3603354140,1512622293,26
"[8, 45, 35, 62, 34]","[44, 32, 109, 68, 86]",8,1,3603667208,1512637820,26
"[71, 1, 18, 75, 45]","[5, 7, 12, 2, 11]",75,0,3603739900,1512641045,26
"[72, 93, 58, 94, 69]","[23, 89, 21, 70, 35]",94,1,3604927533,1512696811,26
"[44, 35, 8, 69, 3]","[56, 14, 57, 86, 89]",8,0,3605631730,1512733195,26
"[74, 8, 53, 71, 75]","[35, 86, 81, 4, 16]",8,0,3605707789,1512735939,26
"[32, 28, 35, 8, 50]","[46, 41, 64, 99, 31]",8,0,3606676222,1512773133,26
"[71, 17, 84, 100, 97]","[14, 19, 95, 42, 2]",71,0,3606712961,1512775717,26
"[113, 74, 93, 35, 1]","[68, 104, 54, 81, 34]",93,0,3607286854,1512805571,26
"[36, 62, 26, 71, 35]","[1, 43, 74, 93, 4]",71,1,3607362093,1512808444,26
"[5, 87, 34, 8, 14]","[17, 35, 86, 88, 25]",8,1,3607461769,1512812177,26
"[8, 41, 29, 31, 104]","[101, 93, 74, 5, 95]",8,0,3607873521,1512825677,26
"[48, 103, 35, 78, 49]","[59, 106, 67, 99, 71]",35,1,3608889714,1512864702,26
"[83, 20, 96, 74, 67]","[87, 7, 97, 53, 18]",96,1,3608923156,1512867026,26
"[93, 42, 90, 51, 34]","[109, 12, 14, 11, 94]",51,1,3608971459,1512870128,26
"[59, 50, 76, 39, 42]","[8, 14, 27, 47, 104]",42,0,3609056346,1512874768,26
"[44, 2, 81, 94, 31]","[41, 104, 82, 16, 35]",81,1,3609123204,1512877696,26
"[62, 96, 9, 89, 44]","[14, 34, 75, 41, 1]",89,1,3609531490,1512892441,26
"[94, 93, 20, 119, 1]","[44, 35, 5, 83, 15]",20,1,3609654707,1512896423,26
"[84, 31, 94, 67, 6]","[5, 20, 99, 1, 9]",6,1,3609772273,1512900236,26
"[26, 84, 1, 93, 34]","[27, 5, 99, 44, 56]",93,0,3609857395,1512902985,26
"[20, 84, 41, 30, 74]","[42, 11, 68, 71, 51]",20,1,3610730988,1512930409,26
"[75, 81, 22, 18, 8]","[4, 27, 42, 34, 57]",81,1,3613182341,1513057245,26
"[56, 89, 30, 32, 42]","[35, 14, 18, 93, 22]",89,0,3613993364,1513087972,26
"[81, 25, 16, 67, 8]","[35, 44, 94, 26, 41]",67,1,3615688039,1513165033,26
"[3, 84, 23, 71, 104]","[30, 26, 81, 99, 56]",71,0,3615782341,1513168525,26
"[3, 104, 17, 100, 70]","[56, 44, 94, 18, 5]",70,0,3615860855,1513171252,26
"[96, 76, 93, 31, 104]","[74, 84, 32, 44, 18]",96,1,3617406494,1513251577,26
"[36, 99, 35, 23, 67]","[71, 104, 94, 5, 6]",67,0,3617486727,1513254512,26
"[11, 5, 81, 74, 44]","[84, 119, 63, 67, 48]",81,0,3618896630,1513322209,26
"[81, 14, 104, 1, 27]","[49, 44, 33, 36, 63]",104,0,3618976894,1513325338,26
"[32, 42, 86, 95, 17]","[55, 2, 36, 84, 62]",42,0,3619341180,1513338137,26
"[14, 23, 75, 110, 81]","[5, 70, 56, 36, 4]",81,1,3619420545,1513340388,26
"[8, 102, 22, 48, 114]","[3, 12, 95, 5, 46]",22,1,3619861449,1513351579,26
"[57, 20, 71, 22, 6]","[84, 27, 99, 81, 39]",20,0,3620000821,1513355266,26
"[71, 35, 74, 68, 8]","[63, 27, 93, 5, 73]",8,0,3620115004,1513358564,26
"[25, 10, 1, 71, 104]","[26, 56, 21, 53, 99]",104,0,3620239692,1513362502,26
"[67, 59, 86, 93, 43]","[31, 69, 49, 71, 18]",93,0,3620310024,1513364921,26
"[88, 81, 98, 75, 53]","[22, 104, 71, 94, 15]",75,0,3620401357,1513368226,26
"[35, 41, 32, 51, 119]","[38, 114, 5, 70, 14]",35,1,3620561470,1513375024,26
"[14, 29, 71, 44, 35]","[32, 11, 4, 93, 31]",35,1,3620588694,1513376419,26
"[67, 2, 35, 104, 5]","[93, 10, 8, 14, 53]",35,0,3621590073,1513419715,26
"[20, 109, 81, 79, 82]","[68, 44, 30, 4, 59]",20,1,3621691599,1513422841,26
"[5, 20, 99, 18, 10]","[27, 7, 2, 35, 23]",20,0,3621796765,1513425802,26
"[48, 21, 45, 102, 53]","[14, 76, 35, 49, 72]",102,0,3622112001,1513433723,26
"[28, 33, 12, 44, 51]","[47, 84, 104, 57, 42]",12,1,3622187433,1513435548,26
"[54, 3, 74, 41, 2]","[82, 60, 95, 27, 8]",41,1,3622326076,1513439020,26
"[56, 27, 94, 73, 103]","[44, 68, 35, 85, 12]",94,0,3622587367,1513446526,26
"[5, 29, 99, 95, 11]","[87, 7, 78, 10, 22]",5,1,3622675084,1513449426,26
"[6, 9, 45, 94, 53]","[114, 5, 73, 101, 54]",94,0,3622807485,1513454225,26
"[19, 50, 44, 18, 12]","[99, 104, 5, 71, 32]",18,0,3622878216,1513457039,26
"[93, 31, 101, 21, 1]","[85, 78, 99, 47, 20]",1,1,3622957689,1513460579,26
"[37, 40, 102, 22, 67]","[2, 30, 6, 27, 8]",102,0,3623016093,1513463534,26
"[22, 57, 32, 110, 82]","[99, 67, 48, 14, 27]",22,1,3623078574,1513467027,26
"[18, 93, 16, 14, 4]","[27, 62, 70, 61, 95]",16,1,3623126954,1513469979,26
"[27, 79, 41, 95, 107]","[14, 9, 57, 36, 63]",27,0,3623160711,1513472085,26
"[35, 17, 27, 32, 81]","[59, 94, 4, 71, 29]",35,0,3623789931,1513498576,26
"[44, 56, 6, 43, 100]","[110, 32, 42, 14, 94]",6,0,3624751118,1513526578,26
"[5, 20, 44, 59, 42]","[50, 30, 94, 36, 29]",44,0,3624830243,1513529144,26
"[60, 91, 63, 41, 32]","[71, 59, 88, 8, 100]",63,1,3626387841,1513602509,26
"[81, 17, 97, 11, 32]","[93, 71, 47, 102, 48]",81,0,3628514422,1513692389,26
"[64, 63, 67, 96, 39]","[99, 35, 41, 6, 21]",96,1,3630344620,1513772622,26
"[16, 32, 81, 104, 47]","[95, 44, 58, 19, 83]",81,1,3630433503,1513775097,26
"[56, 74, 45, 79, 67]","[44, 35, 4, 73, 11]",67,1,3631197426,1513805977,26
"[44, 22, 4, 64, 95]","[41, 75, 99, 21, 30]",4,1,3631251211,1513809768,26
"[90, 16, 4, 76, 75]","[102, 50, 104, 41, 74]",76,0,3632329614,1513857133,26
"[12, 75, 41, 36, 29]","[14, 103, 39, 30, 94]",41,1,3632498139,1513862462,26
"[6, 72, 11, 87, 32]","[2, 20, 75, 106, 109]",11,1,3632716608,1513869117,26
"[20, 41, 48, 101, 35]","[67, 119, 97, 72, 25]",41,1,3632869620,1513874479,26
"[26, 9, 71, 4, 39]","[19, 36, 1, 5, 13]",9,0,3633166616,1513887593,26
"[48, 94, 2, 81, 54]","[49, 31, 75, 41, 34]",48,1,3633361589,1513901202,26
"[44, 39, 64, 30, 41]","[56, 47, 29, 49, 58]",39,1,3633552619,1513913886,26
"[2, 48, 77, 81, 40]","[89, 12, 42, 69, 20]",77,1,3633598448,1513916588,26
"[67, 35, 101, 2, 22]","[84, 48, 8, 78, 3]",67,0,3634037702,1513937174,26
"[49, 27, 10, 72, 63]","[5, 41, 73, 119, 99]",72,0,3634723025,1513959610,26
"[66, 99, 4, 41, 76]","[81, 90, 14, 93, 21]",76,1,3634924955,1513966824,26
"[84, 37, 60, 59, 86]","[112, 40, 1, 42, 36]",59,0,3634995239,1513969739,26
"[87, 97, 50, 18, 63]","[5, 99, 33, 56, 81]",63,0,3635108068,1513974955,26
"[67, 70, 18, 94, 104]","[2, 40, 95, 87, 20]",67,1,3635212719,1513980794,26
"[110, 48, 32, 94, 1]","[41, 93, 66, 2, 84]",48,0,3635329419,1513988871,26
"[53, 67, 94, 18, 35]","[88, 26, 57, 6, 47]",94,0,3636546144,1514037852,26
"[6, 120, 51, 12, 62]","[106, 47, 49, 88, 72]",62,1,3636770852,1514044061,26
"[33, 36, 7, 89, 90]","[99, 28, 59, 77, 114]",89,1,3636855287,1514046585,26
"[4, 63, 45, 99, 44]","[95, 69, 59, 61, 41]",4,1,3637119621,1514055725,26
"[95, 40, 83, 97, 73]","[71, 15, 31, 63, 32]",73,0,3637164976,1514057550,26
"[6, 98, 16, 57, 56]","[21, 95, 2, 23, 15]",56,1,3637405611,1514069675,26
"[90, 113, 20, 119, 81]","[48, 21, 59, 101, 76]",81,1,3637444259,1514072206,26
"[1, 49, 5, 7, 102]","[52, 50, 44, 11, 14]",5,1,3637477768,1514074493,26
"[23, 76, 62, 34, 8]","[5, 70, 114, 14, 63]",8,0,3639146251,1514135380,26
"[108, 55, 9, 83, 6]","[119, 17, 75, 81, 42]",83,1,3639621908,1514158153,26
"[9, 29, 31, 99, 114]","[61, 71, 14, 1, 16]",99,1,3639652817,1514160654,26
"[5, 20, 85, 70, 76]","[30, 51, 36, 74, 73]",70,1,3639724713,1514166260,26
"[99, 63, 9, 8, 48]","[53, 119, 35, 73, 93]",63,1,3639768365,1514169213,26
"[21, 35, 44, 79, 51]","[34, 28, 111, 88, 8]",51,0,3639805007,1514171469,26
"[21, 9, 14, 79, 8]","[22, 23, 11, 4, 3]",8,1,3639962913,1514180088,26
"[15, 58, 104, 26, 61]","[4, 6, 8, 113, 45]",15,0,3640180745,1514189617,26
"[35, 102, 69, 6, 43]","[23, 67, 90, 113, 81]",6,1,3640234424,1514191785,26
"[99, 5, 8, 37, 4]","[83, 42, 14, 44, 19]",8,0,3641178358,1514224631,26
"[20, 100, 44, 2, 75]","[70, 92, 107, 3, 27]",20,1,3641252125,1514227716,26
"[30, 7, 41, 14, 81]","[66, 35, 102, 16, 63]",41,1,3641403707,1514235106,26
"[23, 101, 83, 20, 104]","[36, 98, 59, 58, 15]",20,1,3641451601,1514237935,26
